newsHeadline,sentiment,preprocessed_txt
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,positive,fair value company investment property grew eur 2803 billion end march 2009 eur 2691 million ago
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",positive,last quarter best quarter 2009 net sale operating margin rose 122 percent
"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",positive,major brewery increased domestic beer sale 45 per cent last 25688 million litre 24592 million litre 2004
"The transaction doubles Tecnomens workforse , and adds a fourth to their net sales .",positive,transaction double tecnomens workforse add fourth net sale
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,positive,operating profit rose 269 percent eur 1058 834 million
"`` After this purchase , Cramo will become the second largest rental services provider in the Latvian market .",positive,purchase cramo become second largest rental service provider latvian market
"`` The priority for 2009 was to strengthen the company 's balance sheet and increase cash flow , '' CEO Hannu Krook said .",positive,priority 2009 strengthen company balance sheet increase cash flow ceo hannu krook said
`` The purchase of the operations is part of YIT 's strategy to expand its offering of building system services geographically . '',positive,purchase operation part yit strategy expand offering building system service geographically
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,positive,21 october 2010 finnish fishing tackle company rapala vmc corp hel rap1v said net profit rose eur18 9 first nine month 2010 eur15 1 period earlier
"A structures BIM ( building information modeling ) software from Tekla , a model-based software provider , has been adopted for the construction management and delivery of a university project in Abu Dhabi .",neutral,structure bim building information modeling software tekla modelbased software provider adopted construction management delivery university project abu dhabi
"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",positive,according finnish metso mineral value company order gone increase eur 19 bn 12 month
Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .,positive,finnish aldata solution signed contract sincreaseply gold system two french retail chain
Finnish Bank of +_land reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,positive,finnish bank _land report operating profit rose eur 213 mn second quarter 2009 eur 61 mn corresponding period 2008
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,positive,finnish financial groincrease aktia operating profit 2009 increased eur 470 mn eur 66 mn 2008
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,positive,finnish forest machinery manufacturer ponsse net sale grew eur 513 mn first quarter 2010 eur 375 mn corresponding period 2009
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,positive,finnish kci konecranes raised net sale growth estimate 2006 25 percent 35 percent
Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .,positive,finnish okmetic manufacture process silicon wafer semiconductor sensor industry norwegian solar wafer company norsun signed contract okmetic sincreaseply norsun mono silicon crystal use solar cell manufacturing
Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .,positive,finnish pharmaceutical company orion net sale rose eur 190mn first quarter 2009 eur 180mn first quarter 2008
"Finnish Ponsse has signed an agreement with Babcock Africa for the distribution and support of Ponsse forest machines , harvester heads , and information systems in South Africa .",positive,finnish ponsse signed agreement babcock africa distribution sincreaseport ponsse forest machine harvester head information system south africa
South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .,positive,south african sappi become largest foreign forest industry company operating finland result acquisition finnish mreal corporation graphic paper business unit
According to Deputy MD Pekka Silvennoinen the aim is double turnover over the next three years .,positive,according deputy md pekka silvennoinen aim double turnover next three year
"According to HKScan Finland , the plan is to increase J+Ærvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",positive,according hkscan finland plan increase jærvisuomen portti net sale eur 80mn eur 100mn
"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",positive,advertising circulation revenue grew 34 percent 04 percent respectively
"After the takeover , Cramo will become the second largest rental services provider in the Latvian market .",positive,takeover cramo become second largest rental service provider latvian market
"Again , the most significant sales increase of 18.6 % was in Russia .",positive,significant sale increase 186 percent russia
Alma Media expects its net sales to increase as forecast previously .,positive,alma medium expects net sale increase forecast previously
Also Lemmink+Æinen 's profit for accounting period went up to EUR 3.1 mn from EUR -24.5 mn a year ago .,positive,lemminkæinen profit accounting period went increase eur 31 mn eur 245 mn ago
"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",positive,end march 2007 groincrease order book eur 396 mn increase 42 percent corresponding period 2006
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",positive,time profit company increased 10 percent half 1 reached l 79000
Aviation Systems Maintenance is based in Kansas and generated net sales of USD 2.6 million for 2008 .,neutral,aviation system maintenance based kansa generated net sale usd 26 million 2008
"Besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment , '' Paavel said .",positive,besides increased share meat various sausage offering number new taste grill product shish kebab segment paavel said
"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",positive,operating profit net sale 12month period increased respectively eur10 5 eur28 8 compared financial 2004
"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",positive,operating profit net sale 12month period increased respectively eur20 8 eur177 7 compared financial 2004
"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",positive,operating profit net sale 12month period increased respectively eur21 5 eur196 1 compared 2005
